escola,grupo ,tempo,pergunta,subitem,resposta,resposta_aberta
A,controle,depois,31,1,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,1,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,1,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,1,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,1,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,1,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,1,Fi-lo num passado mais distante,
A,controle,depois,31,1,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,2,Não o fiz e nunca o faria,
A,experimento,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,2,Fi-lo durante o último ano,
A,experimento,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,2,Não o fiz e nunca o faria,
A,experimento,antes,31,2,Não o fiz e nunca o faria,
A,experimento,antes,31,2,Fi-lo num passado mais distante,
A,experimento,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,2,Não o fiz e nunca o faria,
A,experimento,antes,31,2,Não o fiz e nunca o faria,
A,experimento,antes,31,2,Fi-lo durante o último ano,
A,experimento,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,2,Fi-lo durante o último ano,
A,experimento,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,2,Não o fiz e nunca o faria,
A,experimento,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,2,Não o fiz e nunca o faria,
A,experimento,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,2,Fi-lo durante o último ano,
A,controle,antes,31,2,Não o fiz e nunca o faria,
A,controle,antes,31,2,Não o fiz e nunca o faria,
A,controle,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,2,Não o fiz e nunca o faria,
A,controle,antes,31,2,Fi-lo durante o último ano,
A,controle,antes,31,2,Não o fiz e nunca o faria,
A,controle,antes,31,2,Não o fiz e nunca o faria,
A,controle,antes,31,2,Não o fiz e nunca o faria,
A,controle,antes,31,2,Fi-lo durante o último ano,
A,controle,antes,31,2,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,2,Fi-lo num passado mais distante,
A,controle,antes,31,2,Fi-lo durante o último ano,
A,controle,antes,31,2,Fi-lo num passado mais distante,
A,experimento,depois,31,2,Não o fiz e nunca o faria,
A,experimento,depois,31,2,Fi-lo num passado mais distante,
A,experimento,depois,31,2,Não o fiz e nunca o faria,
A,experimento,depois,31,2,Fi-lo durante o último ano,
A,experimento,depois,31,2,Não o fiz e nunca o faria,
A,experimento,depois,31,2,Não o fiz e nunca o faria,
A,experimento,depois,31,2,Fi-lo num passado mais distante,
A,experimento,depois,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,2,Não o fiz e nunca o faria,
A,experimento,depois,31,2,Não o fiz e nunca o faria,
A,experimento,depois,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,2,Não o fiz e nunca o faria,
A,experimento,depois,31,2,Não o fiz e nunca o faria,
A,experimento,depois,31,2,Não o fiz e nunca o faria,
A,experimento,depois,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,2,Fi-lo num passado mais distante,
A,experimento,depois,31,2,Fi-lo durante o último ano,
A,experimento,depois,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,2,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,2,Não o fiz e nunca o faria,
A,controle,depois,31,2,Não o fiz e nunca o faria,
A,controle,depois,31,2,Fi-lo durante o último ano,
A,controle,depois,31,2,Fi-lo durante o último ano,
A,controle,depois,31,2,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,2,Não o fiz e nunca o faria,
A,controle,depois,31,2,Não o fiz e nunca o faria,
A,controle,depois,31,2,Não o fiz e nunca o faria,
A,controle,depois,31,2,Não o fiz e nunca o faria,
A,controle,depois,31,2,Não o fiz e nunca o faria,
A,controle,depois,31,2,Fi-lo num passado mais distante,
A,controle,depois,31,2,Fi-lo num passado mais distante,
A,controle,depois,31,2,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,3,Não o fiz e nunca o faria,
A,experimento,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,3,Não o fiz e nunca o faria,
A,experimento,antes,31,3,Fi-lo durante o último ano,
A,experimento,antes,31,3,Fi-lo durante o último ano,
A,experimento,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,3,Não o fiz e nunca o faria,
A,experimento,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,3,Não o fiz e nunca o faria,
A,experimento,antes,31,3,Não o fiz e nunca o faria,
A,experimento,antes,31,3,Não o fiz e nunca o faria,
A,experimento,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,3,Não o fiz e nunca o faria,
A,experimento,antes,31,3,Não o fiz e nunca o faria,
A,experimento,antes,31,3,Fi-lo num passado mais distante,
A,experimento,antes,31,3,Fi-lo durante o último ano,
A,experimento,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,3,Não o fiz e nunca o faria,
A,controle,antes,31,3,Não o fiz e nunca o faria,
A,controle,antes,31,3,Fi-lo durante o último ano,
A,controle,antes,31,3,Não o fiz e nunca o faria,
A,controle,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,3,Não o fiz e nunca o faria,
A,controle,antes,31,3,Não o fiz e nunca o faria,
A,controle,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,3,Não o fiz e nunca o faria,
A,controle,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,3,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,3,Não o fiz e nunca o faria,
A,controle,antes,31,3,Não o fiz e nunca o faria,
A,experimento,depois,31,3,Não o fiz e nunca o faria,
A,experimento,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,3,Fi-lo durante o último ano,
A,experimento,depois,31,3,Fi-lo durante o último ano,
A,experimento,depois,31,3,Não o fiz e nunca o faria,
A,experimento,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,3,Fi-lo num passado mais distante,
A,experimento,depois,31,3,Não o fiz e nunca o faria,
A,experimento,depois,31,3,Não o fiz e nunca o faria,
A,experimento,depois,31,3,Fi-lo durante o último ano,
A,experimento,depois,31,3,Fi-lo durante o último ano,
A,experimento,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,3,Fi-lo num passado mais distante,
A,experimento,depois,31,3,Não o fiz e nunca o faria,
A,experimento,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,3,Fi-lo durante o último ano,
A,experimento,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,3,Fi-lo durante o último ano,
A,controle,depois,31,3,Não o fiz e nunca o faria,
A,controle,depois,31,3,Não o fiz e nunca o faria,
A,controle,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,3,Não o fiz e nunca o faria,
A,controle,depois,31,3,Não o fiz e nunca o faria,
A,controle,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,3,Fi-lo durante o último ano,
A,controle,depois,31,3,Não o fiz e nunca o faria,
A,controle,depois,31,3,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,3,Não o fiz e nunca o faria,
A,experimento,antes,31,4,Não o fiz e nunca o faria,
A,experimento,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,4,Não o fiz e nunca o faria,
A,experimento,antes,31,4,Não o fiz e nunca o faria,
A,experimento,antes,31,4,Não o fiz e nunca o faria,
A,experimento,antes,31,4,Fi-lo num passado mais distante,
A,experimento,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,4,Não o fiz e nunca o faria,
A,experimento,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,4,Não o fiz e nunca o faria,
A,experimento,antes,31,4,Não o fiz e nunca o faria,
A,experimento,antes,31,4,Não o fiz e nunca o faria,
A,experimento,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,4,Não o fiz e nunca o faria,
A,experimento,antes,31,4,Não o fiz e nunca o faria,
A,experimento,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,4,Fi-lo durante o último ano,
A,experimento,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,4,Não o fiz e nunca o faria,
A,controle,antes,31,4,Não o fiz e nunca o faria,
A,controle,antes,31,4,Fi-lo durante o último ano,
A,controle,antes,31,4,Não o fiz e nunca o faria,
A,controle,antes,31,4,Não o fiz e nunca o faria,
A,controle,antes,31,4,Não o fiz e nunca o faria,
A,controle,antes,31,4,Não o fiz e nunca o faria,
A,controle,antes,31,4,Não o fiz e nunca o faria,
A,controle,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,4,Não o fiz e nunca o faria,
A,controle,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,4,Não o fiz e nunca o faria,
A,experimento,depois,31,4,Não o fiz e nunca o faria,
A,experimento,depois,31,4,Fi-lo durante o último ano,
A,experimento,depois,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,4,Não o fiz e nunca o faria,
A,experimento,depois,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,4,Fi-lo num passado mais distante,
A,experimento,depois,31,4,Não o fiz e nunca o faria,
A,experimento,depois,31,4,Não o fiz e nunca o faria,
A,experimento,depois,31,4,Fi-lo durante o último ano,
A,experimento,depois,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,4,Não o fiz e nunca o faria,
A,experimento,depois,31,4,Não o fiz e nunca o faria,
A,experimento,depois,31,4,Fi-lo durante o último ano,
A,experimento,depois,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,4,Fi-lo durante o último ano,
A,controle,depois,31,4,Não o fiz e nunca o faria,
A,controle,depois,31,4,Não o fiz e nunca o faria,
A,controle,depois,31,4,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,4,Não o fiz e nunca o faria,
A,controle,depois,31,4,Não o fiz e nunca o faria,
A,controle,depois,31,4,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,4,Não o fiz e nunca o faria,
A,controle,depois,31,4,Não o fiz e nunca o faria,
A,controle,depois,31,4,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,4,Fi-lo durante o último ano,
A,controle,depois,31,4,Não o fiz e nunca o faria,
A,controle,depois,31,4,Não o fiz e nunca o faria,
A,controle,depois,31,4,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,5,Fi-lo durante o último ano,
A,experimento,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,5,Não o fiz e nunca o faria,
A,experimento,antes,31,5,Fi-lo num passado mais distante,
A,experimento,antes,31,5,Fi-lo durante o último ano,
A,experimento,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,5,Não o fiz e nunca o faria,
A,experimento,antes,31,5,Fi-lo durante o último ano,
A,experimento,antes,31,5,Fi-lo num passado mais distante,
A,experimento,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,5,Não o fiz e nunca o faria,
A,experimento,antes,31,5,Não o fiz e nunca o faria,
A,experimento,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,5,Não o fiz e nunca o faria,
A,experimento,antes,31,5,Não o fiz e nunca o faria,
A,experimento,antes,31,5,Fi-lo num passado mais distante,
A,experimento,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,5,Fi-lo num passado mais distante,
A,controle,antes,31,5,Não o fiz e nunca o faria,
A,controle,antes,31,5,Não o fiz e nunca o faria,
A,controle,antes,31,5,Não o fiz e nunca o faria,
A,controle,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,5,Fi-lo durante o último ano,
A,controle,antes,31,5,Não o fiz e nunca o faria,
A,controle,antes,31,5,Não o fiz e nunca o faria,
A,controle,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,5,Fi-lo num passado mais distante,
A,controle,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,5,Fi-lo durante o último ano,
A,controle,antes,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,Fi-lo durante o último ano,
A,experimento,depois,31,5,Fi-lo durante o último ano,
A,experimento,depois,31,5,Fi-lo durante o último ano,
A,experimento,depois,31,5,Não o fiz e nunca o faria,
A,experimento,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,Fi-lo num passado mais distante,
A,experimento,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,Não o fiz e nunca o faria,
A,experimento,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,Fi-lo num passado mais distante,
A,experimento,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,5,Fi-lo durante o último ano,
A,controle,depois,31,5,Não o fiz e nunca o faria,
A,controle,depois,31,5,Não o fiz e nunca o faria,
A,controle,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,5,Não o fiz e nunca o faria,
A,controle,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,5,Não o fiz e nunca o faria,
A,controle,depois,31,5,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,5,Não o fiz e nunca o faria,
A,controle,depois,31,5,Fi-lo num passado mais distante,
A,experimento,antes,31,6,Não o fiz e nunca o faria,
A,experimento,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,6,Fi-lo durante o último ano,
A,experimento,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,6,Não o fiz e nunca o faria,
A,experimento,antes,31,6,Não o fiz e nunca o faria,
A,experimento,antes,31,6,Fi-lo durante o último ano,
A,experimento,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,6,Não o fiz e nunca o faria,
A,experimento,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,6,Fi-lo num passado mais distante,
A,experimento,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,6,Não o fiz e nunca o faria,
A,experimento,antes,31,6,Não o fiz e nunca o faria,
A,experimento,antes,31,6,Fi-lo num passado mais distante,
A,experimento,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,6,Não o fiz e nunca o faria,
A,experimento,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,6,Fi-lo durante o último ano,
A,experimento,antes,31,6,Não o fiz e nunca o faria,
A,controle,antes,31,6,Não o fiz e nunca o faria,
A,controle,antes,31,6,Não o fiz e nunca o faria,
A,controle,antes,31,6,Fi-lo durante o último ano,
A,controle,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,6,Não o fiz e nunca o faria,
A,controle,antes,31,6,Não o fiz e nunca o faria,
A,controle,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,6,Não o fiz e nunca o faria,
A,controle,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,6,Fi-lo durante o último ano,
A,experimento,depois,31,6,Fi-lo durante o último ano,
A,experimento,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,6,Não o fiz e nunca o faria,
A,experimento,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,6,Fi-lo num passado mais distante,
A,experimento,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,6,Fi-lo num passado mais distante,
A,experimento,depois,31,6,Fi-lo num passado mais distante,
A,experimento,depois,31,6,Não o fiz e nunca o faria,
A,experimento,depois,31,6,Fi-lo durante o último ano,
A,experimento,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,6,Fi-lo num passado mais distante,
A,experimento,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,6,Fi-lo durante o último ano,
A,controle,depois,31,6,Não o fiz e nunca o faria,
A,controle,depois,31,6,Não o fiz e nunca o faria,
A,controle,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,6,Não o fiz e nunca o faria,
A,controle,depois,31,6,Não o fiz e nunca o faria,
A,controle,depois,31,6,Não o fiz e nunca o faria,
A,controle,depois,31,6,Não o fiz e nunca o faria,
A,controle,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,6,Não o fiz e nunca o faria,
A,controle,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,6,Não o fiz e nunca o faria,
A,controle,depois,31,6,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,7,Não o fiz e nunca o faria,
A,experimento,antes,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,7,Não o fiz e nunca o faria,
A,experimento,antes,31,7,Não o fiz e nunca o faria,
A,experimento,antes,31,7,Não o fiz e nunca o faria,
A,experimento,antes,31,7,Fi-lo durante o último ano,
A,experimento,antes,31,7,Fi-lo durante o último ano,
A,experimento,antes,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,7,Não o fiz e nunca o faria,
A,experimento,antes,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,7,Não o fiz e nunca o faria,
A,experimento,antes,31,7,Não o fiz e nunca o faria,
A,experimento,antes,31,7,Não o fiz e nunca o faria,
A,experimento,antes,31,7,Fi-lo num passado mais distante,
A,experimento,antes,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,7,Não o fiz e nunca o faria,
A,experimento,antes,31,7,Fi-lo num passado mais distante,
A,experimento,antes,31,7,Fi-lo durante o último ano,
A,experimento,antes,31,7,Fi-lo num passado mais distante,
A,controle,antes,31,7,Não o fiz e nunca o faria,
A,controle,antes,31,7,Não o fiz e nunca o faria,
A,controle,antes,31,7,Fi-lo durante o último ano,
A,controle,antes,31,7,Não o fiz e nunca o faria,
A,controle,antes,31,7,Não o fiz e nunca o faria,
A,controle,antes,31,7,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,7,Não o fiz e nunca o faria,
A,controle,antes,31,7,Não o fiz e nunca o faria,
A,controle,antes,31,7,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,7,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,7,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,7,Fi-lo num passado mais distante,
A,controle,antes,31,7,Não o fiz e nunca o faria,
A,controle,antes,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,7,Não o fiz e nunca o faria,
A,experimento,depois,31,7,Fi-lo num passado mais distante,
A,experimento,depois,31,7,Fi-lo durante o último ano,
A,experimento,depois,31,7,Fi-lo num passado mais distante,
A,experimento,depois,31,7,Não o fiz e nunca o faria,
A,experimento,depois,31,7,Fi-lo durante o último ano,
A,experimento,depois,31,7,Fi-lo num passado mais distante,
A,experimento,depois,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,7,Não o fiz e nunca o faria,
A,experimento,depois,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,7,Fi-lo num passado mais distante,
A,experimento,depois,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,7,Fi-lo num passado mais distante,
A,experimento,depois,31,7,Não o fiz e nunca o faria,
A,experimento,depois,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,7,Fi-lo num passado mais distante,
A,experimento,depois,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,7,Fi-lo durante o último ano,
A,controle,depois,31,7,Não o fiz e nunca o faria,
A,controle,depois,31,7,Não o fiz e nunca o faria,
A,controle,depois,31,7,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,7,Não o fiz e nunca o faria,
A,controle,depois,31,7,Não o fiz e nunca o faria,
A,controle,depois,31,7,Não o fiz e nunca o faria,
A,controle,depois,31,7,Não o fiz e nunca o faria,
A,controle,depois,31,7,Não o fiz e nunca o faria,
A,controle,depois,31,7,"Não o fiz, mas poderia tê-lo feito",
A,controle,depois,31,7,Fi-lo durante o último ano,
A,controle,depois,31,7,Fi-lo num passado mais distante,
A,controle,depois,31,7,Não o fiz e nunca o faria,
A,controle,depois,31,7,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,8,Não o fiz e nunca o faria,
A,experimento,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,8,Não o fiz e nunca o faria,
A,experimento,antes,31,8,Fi-lo durante o último ano,
A,experimento,antes,31,8,Fi-lo durante o último ano,
A,experimento,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,8,Não o fiz e nunca o faria,
A,experimento,antes,31,8,Fi-lo durante o último ano,
A,experimento,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,8,Não o fiz e nunca o faria,
A,experimento,antes,31,8,Não o fiz e nunca o faria,
A,experimento,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,experimento,antes,31,8,Não o fiz e nunca o faria,
A,experimento,antes,31,8,Não o fiz e nunca o faria,
A,experimento,antes,31,8,Fi-lo num passado mais distante,
A,experimento,antes,31,8,Fi-lo durante o último ano,
A,experimento,antes,31,8,Fi-lo num passado mais distante,
A,controle,antes,31,8,Não o fiz e nunca o faria,
A,controle,antes,31,8,Não o fiz e nunca o faria,
A,controle,antes,31,8,Fi-lo durante o último ano,
A,controle,antes,31,8,Não o fiz e nunca o faria,
A,controle,antes,31,8,Não o fiz e nunca o faria,
A,controle,antes,31,8,Fi-lo durante o último ano,
A,controle,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,controle,antes,31,8,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,8,"Não o fiz, mas poderia tê-lo feito",
A,experimento,depois,31,8,"Não o fiz, mas poderia tê-lo feito",
